poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
79850,317,Mitchell,801,MIRS News Service,Mitchell Research & Communications,213,Mitchell Research & Communications,C-,,Michigan,8/16/22,8/21/22,,"",,159968,429,lv,,lv,,8/25/22 10:01,"",https://twitter.com/AbigailLWalls/status/1562797275293683712,"",false,,9204,2022,U.S. House,10,District 10,11/8/22,general,false,false,DEM,Marlinga,28803,Carl J. Marlinga,38.0
79850,317,Mitchell,801,MIRS News Service,Mitchell Research & Communications,213,Mitchell Research & Communications,C-,,Michigan,8/16/22,8/21/22,,"",,159968,429,lv,,lv,,8/25/22 10:01,"",https://twitter.com/AbigailLWalls/status/1562797275293683712,"",false,,9204,2022,U.S. House,10,District 10,11/8/22,general,false,false,REP,James,28802,John James,47.0
79886,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Wisconsin,8/18/22,8/19/22,30035,Brad Pfaff,DEM,160139,626,lv,,lv,,8/31/22 09:44,"",https://michaelbeststrategies.com/2022/08/30/8-26-pfaff-releases-new-internal-poll-showing-him-trailing-van-orden/,"",true,DEM,9425,2022,U.S. House,3,District 3,11/8/22,general,false,false,DEM,Pfaff,30035,Brad Pfaff,40.0
79886,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Wisconsin,8/18/22,8/19/22,30035,Brad Pfaff,DEM,160139,626,lv,,lv,,8/31/22 09:44,"",https://michaelbeststrategies.com/2022/08/30/8-26-pfaff-releases-new-internal-poll-showing-him-trailing-van-orden/,"",true,DEM,9425,2022,U.S. House,3,District 3,11/8/22,general,false,false,REP,Van Orden,30034,Derrick Van Orden,45.0
79836,1166,Target Insyght,"","",Target Insyght,330,Target Insyght,C/D,,Michigan,8/16/22,8/19/22,28803,Carl J. Marlinga,DEM,159914,400,lv,,lv,,8/24/22 15:07,"",https://twitter.com/MarlingaForMI10/status/1562513257877078016,"",true,DEM,9204,2022,U.S. House,10,District 10,11/8/22,general,false,false,DEM,Marlinga,28803,Carl J. Marlinga,47.0
79836,1166,Target Insyght,"","",Target Insyght,330,Target Insyght,C/D,,Michigan,8/16/22,8/19/22,28803,Carl J. Marlinga,DEM,159914,400,lv,,lv,,8/24/22 15:07,"",https://twitter.com/MarlingaForMI10/status/1562513257877078016,"",true,DEM,9204,2022,U.S. House,10,District 10,11/8/22,general,false,false,REP,James,28802,John James,45.0
79824,1347,Cygnal Political,762,Congressional Leadership Fund,Cygnal,67,Cygnal,B+,Live Phone/Online/Text,Wisconsin,8/15/22,8/18/22,,"",,159830,403,lv,,lv,,8/23/22 15:45,"",https://www.politico.com/minutes/congress/08-23-2022/badger-state-pickup-hopes-for-gop/,"",false,REP,9425,2022,U.S. House,3,District 3,11/8/22,general,false,false,DEM,Pfaff,30035,Brad Pfaff,37.5
79824,1347,Cygnal Political,762,Congressional Leadership Fund,Cygnal,67,Cygnal,B+,Live Phone/Online/Text,Wisconsin,8/15/22,8/18/22,,"",,159830,403,lv,,lv,,8/23/22 15:45,"",https://www.politico.com/minutes/congress/08-23-2022/badger-state-pickup-hopes-for-gop/,"",false,REP,9425,2022,U.S. House,3,District 3,11/8/22,general,false,false,REP,Van Orden,30034,Derrick Van Orden,50.3
79851,1107,"Normington, Petts & Associates","","","Normington, Petts & Associates",232,"Normington, Petts & Associates",B/C,Live Phone/Online,Arizona,8/15/22,8/18/22,29361,Jevin Hodge,DEM,159971,500,lv,,lv,,8/25/22 13:21,"",https://www.politico.com/newsletters/playbook-pm/2022/08/25/slowing-down-the-slowdown-fears-00053760?8,"",true,DEM,8999,2022,U.S. House,1,District 1,11/8/22,general,false,false,DEM,Hodge,29361,Jevin Hodge,47.0
79851,1107,"Normington, Petts & Associates","","","Normington, Petts & Associates",232,"Normington, Petts & Associates",B/C,Live Phone/Online,Arizona,8/15/22,8/18/22,29361,Jevin Hodge,DEM,159971,500,lv,,lv,,8/25/22 13:21,"",https://www.politico.com/newsletters/playbook-pm/2022/08/25/slowing-down-the-slowdown-fears-00053760?8,"",true,DEM,8999,2022,U.S. House,1,District 1,11/8/22,general,false,false,REP,Schweikert,28930,David Schweikert,47.0
79813,165,Frederick Polls LLC,"","",Frederick Polls,108,Frederick Polls,B/C,Live Phone/Online,Tennessee,8/12/22,8/17/22,29956,Heidi Campbell,DEM,159773,1622,lv,,lv,,8/22/22 15:37,"",https://medium.com/@HeidiCampbellTN/tn-05-poll-heidi-campbell-leads-andy-ogles-in-race-for-congress-2995def1de78,"",true,DEM,9353,2022,U.S. House,5,District 5,11/8/22,general,false,false,DEM,Campbell,29956,Heidi Campbell,51.0
79813,165,Frederick Polls LLC,"","",Frederick Polls,108,Frederick Polls,B/C,Live Phone/Online,Tennessee,8/12/22,8/17/22,29956,Heidi Campbell,DEM,159773,1622,lv,,lv,,8/22/22 15:37,"",https://medium.com/@HeidiCampbellTN/tn-05-poll-heidi-campbell-leads-andy-ogles-in-race-for-congress-2995def1de78,"",true,DEM,9353,2022,U.S. House,5,District 5,11/8/22,general,false,false,REP,Ogles,30688,Andy Ogles,48.0
79780,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Arizona,8/10/22,8/15/22,,"",,159704,400,lv,,lv,,8/18/22 20:56,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-AZ04-Toplines.pdf,"",false,,9002,2022,U.S. House,4,District 4,11/8/22,general,false,false,DEM,Stanton,28933,Greg Stanton,46.0
79780,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Arizona,8/10/22,8/15/22,,"",,159704,400,lv,,lv,,8/18/22 20:56,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-AZ04-Toplines.pdf,"",false,,9002,2022,U.S. House,4,District 4,11/8/22,general,false,false,REP,Cooper,30682,Kelly Cooper,39.0
79785,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Washington,8/10/22,8/15/22,,"",,159709,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-WA08-Toplines.pdf,"",false,,9417,2022,U.S. House,8,District 8,11/8/22,general,false,false,DEM,Schrier,29261,Kim Schrier,47.0
79785,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Washington,8/10/22,8/15/22,,"",,159709,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-WA08-Toplines.pdf,"",false,,9417,2022,U.S. House,8,District 8,11/8/22,general,false,false,REP,Larkin,30693,Matt Larkin,43.0
79738,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Pennsylvania,8/9/22,8/10/22,30175,Shamaine Daniels,DEM,159568,714,lv,,lv,,8/15/22 13:25,"",https://www.politicspa.com/internal-pa-10-poll-daniels-44-perry-41/110868/?utm_source=dlvr.it&utm_medium=twitter,"",true,DEM,9330,2022,U.S. House,10,District 10,11/8/22,general,false,false,DEM,Daniels,30175,Shamaine Daniels,44.0
79738,383,PPP,"","",Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Pennsylvania,8/9/22,8/10/22,30175,Shamaine Daniels,DEM,159568,714,lv,,lv,,8/15/22 13:25,"",https://www.politicspa.com/internal-pa-10-poll-daniels-44-perry-41/110868/?utm_source=dlvr.it&utm_medium=twitter,"",true,DEM,9330,2022,U.S. House,10,District 10,11/8/22,general,false,false,REP,Perry,29215,Scott Perry,41.0
79781,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Maryland,8/3/22,8/9/22,,"",,159705,400,lv,,lv,,8/18/22 20:56,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-MD06-Toplines.pdf,"",false,,9183,2022,U.S. House,6,District 6,11/8/22,general,false,false,DEM,Trone,29092,David J. Trone,43.0
79781,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Maryland,8/3/22,8/9/22,,"",,159705,400,lv,,lv,,8/18/22 20:56,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-MD06-Toplines.pdf,"",false,,9183,2022,U.S. House,6,District 6,11/8/22,general,false,false,REP,Parrott,29652,Neil C. Parrott,45.0
79744,187,Greenberg Quinlan Rosner,"","",GQR,126,GQR Research (GQRR),B,,Pennsylvania,8/2/22,8/9/22,29213,Matt Cartwright,DEM,159578,500,lv,,lv,,8/16/22 12:38,"",https://www.politico.com/f/?id=00000182-a70a-d10b-a1bb-ff2ed8050000,"",true,DEM,9328,2022,U.S. House,8,District 8,11/8/22,general,false,false,DEM,Cartwright,29213,Matt Cartwright,52.0
79744,187,Greenberg Quinlan Rosner,"","",GQR,126,GQR Research (GQRR),B,,Pennsylvania,8/2/22,8/9/22,29213,Matt Cartwright,DEM,159578,500,lv,,lv,,8/16/22 12:38,"",https://www.politico.com/f/?id=00000182-a70a-d10b-a1bb-ff2ed8050000,"",true,DEM,9328,2022,U.S. House,8,District 8,11/8/22,general,false,false,REP,Bognet,30155,Jim Bognet,46.0
79740,1359,DCCC Targeting Team,451,DCCC,DCCC Targeting and Analytics Department,68,DCCC Targeting and Analytics Department,B/C,,New York,8/6/22,8/8/22,,"",,159571,480,lv,,lv,,8/15/22 16:36,"",https://twitter.com/Politics_Polls/status/1559276274157342720?s=20&t=qoQt52OEsYMeLMkb9iesLA,"",true,DEM,9503,2022,U.S. House,19,District 19,8/23/22,general,false,false,DEM,Ryan,30430,Pat Ryan,43.0
79740,1359,DCCC Targeting Team,451,DCCC,DCCC Targeting and Analytics Department,68,DCCC Targeting and Analytics Department,B/C,,New York,8/6/22,8/8/22,,"",,159571,480,lv,,lv,,8/15/22 16:36,"",https://twitter.com/Politics_Polls/status/1559276274157342720?s=20&t=qoQt52OEsYMeLMkb9iesLA,"",true,DEM,9503,2022,U.S. House,19,District 19,8/23/22,general,false,false,REP,Molinaro,30429,Marcus Molinaro,46.0
79783,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Nevada,8/2/22,8/8/22,,"",,159707,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-NV04-Toplines.pdf,"",false,,9236,2022,U.S. House,4,District 4,11/8/22,general,false,false,DEM,Horsford,29161,Steven A. Horsford,43.0
79783,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Nevada,8/2/22,8/8/22,,"",,159707,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-NV04-Toplines.pdf,"",false,,9236,2022,U.S. House,4,District 4,11/8/22,general,false,false,REP,Peters,29745,Sam Peters,43.0
79647,324,Moore Information,452,NRCC,Moore Information,217,Moore Information,B/C,Live Phone,California,8/3/22,8/7/22,30382,John Duarte,REP,159301,400,lv,,lv,,8/9/22 15:36,"",https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458,"",true,REP,9024,2022,U.S. House,13,District 13,11/8/22,general,false,false,DEM,Gray,29399,Adam Gray,47.0
79647,324,Moore Information,452,NRCC,Moore Information,217,Moore Information,B/C,Live Phone,California,8/3/22,8/7/22,30382,John Duarte,REP,159301,400,lv,,lv,,8/9/22 15:36,"",https://www.politico.com/news/2022/08/09/house-gop-polls-biden-00050458,"",true,REP,9024,2022,U.S. House,13,District 13,11/8/22,general,false,false,REP,Duarte,30382,John Duarte,43.0
79714,1718,Impact Research,973,314 Action,Impact Research,14,ALG Research,B/C,,Nebraska,8/3/22,8/7/22,,"",,159471,501,lv,,lv,,8/11/22 15:05,"",https://twitter.com/allymutnick/status/1557804161114185731?s=20&t=jQQ2jfnueErKKIpQR4cJhw,"",false,DEM,9231,2022,U.S. House,2,District 2,11/8/22,general,false,false,DEM,Vargas,29588,Tony Vargas,46.0
79714,1718,Impact Research,973,314 Action,Impact Research,14,ALG Research,B/C,,Nebraska,8/3/22,8/7/22,,"",,159471,501,lv,,lv,,8/11/22 15:05,"",https://twitter.com/allymutnick/status/1557804161114185731?s=20&t=jQQ2jfnueErKKIpQR4cJhw,"",false,DEM,9231,2022,U.S. House,2,District 2,11/8/22,general,false,false,REP,Bacon,29141,Don Bacon,47.0
79745,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Florida,7/31/22,8/6/22,,"",,159579,400,lv,,lv,,8/16/22 20:32,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-FL27-Toplines.pdf,"",false,,9104,2022,U.S. House,27,District 27,11/8/22,general,false,false,DEM,Russell,30152,Ken Russell,37.0
79745,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Florida,7/31/22,8/6/22,,"",,159579,400,lv,,lv,,8/16/22 20:32,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-FL27-Toplines.pdf,"",false,,9104,2022,U.S. House,27,District 27,11/8/22,general,false,false,REP,Salazar,29014,María Elvira Salazar,44.0
79747,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Virginia,7/31/22,8/6/22,,"",,159582,400,lv,,lv,,8/17/22 09:32,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-VA07-Toplines.pdf,"",false,,9405,2022,U.S. House,7,District 7,11/8/22,general,false,false,DEM,Spanberger,29250,Abigail A. Spanberger,46.0
79747,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Virginia,7/31/22,8/6/22,,"",,159582,400,lv,,lv,,8/17/22 09:32,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-VA07-Toplines.pdf,"",false,,9405,2022,U.S. House,7,District 7,11/8/22,general,false,false,REP,Vega,30433,Yesli I. Vega,41.0
79782,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,North Carolina,7/31/22,8/6/22,,"",,159706,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-NC13-Toplines.pdf,"",false,,9293,2022,U.S. House,13,District 13,11/8/22,general,false,false,DEM,Nickel,29832,Wiley Nickel,39.0
79782,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,North Carolina,7/31/22,8/6/22,,"",,159706,400,lv,,lv,,8/18/22 20:57,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-NC13-Toplines.pdf,"",false,,9293,2022,U.S. House,13,District 13,11/8/22,general,false,false,REP,Hines,30160,Bo Hines,44.0
79787,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Pennsylvania,7/31/22,8/5/22,,"",,159711,400,lv,,lv,,8/18/22 20:58,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-PA07-Toplines.pdf,"",false,,9327,2022,U.S. House,7,District 7,11/8/22,general,false,false,DEM,Wild,29211,Susan Wild,43.0
79787,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Pennsylvania,7/31/22,8/5/22,,"",,159711,400,lv,,lv,,8/18/22 20:58,"",https://www.termlimits.com/wp-content/uploads/2022/08/USTL-PA07-Toplines.pdf,"",false,,9327,2022,U.S. House,7,District 7,11/8/22,general,false,false,REP,Scheller,29902,Lisa Scheller,47.0
79707,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,California,7/30/22,8/5/22,,"",,159460,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20CA22%20Toplines.pdf,"",false,,9033,2022,U.S. House,22,District 22,11/8/22,general,false,false,DEM,Salas,29409,Rudy Salas,39.0
79707,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,California,7/30/22,8/5/22,,"",,159460,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20CA22%20Toplines.pdf,"",false,,9033,2022,U.S. House,22,District 22,11/8/22,general,false,false,REP,Valadao,28952,David G. Valadao,34.0
79708,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Iowa,7/29/22,8/5/22,,"",,159462,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20IA03%20Toplines.pdf,"",false,,9152,2022,U.S. House,3,District 3,11/8/22,general,false,false,DEM,Axne,28652,Cindy Axne,41.0
79708,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Iowa,7/29/22,8/5/22,,"",,159462,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20IA03%20Toplines.pdf,"",false,,9152,2022,U.S. House,3,District 3,11/8/22,general,false,false,REP,Nunn,28651,Zach Nunn,49.0
79710,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Michigan,7/28/22,8/4/22,,"",,159464,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20MI08%20Toplines.pdf,"",false,,9202,2022,U.S. House,8,District 8,11/8/22,general,false,false,DEM,Kildee,29102,Daniel T. Kildee,43.0
79710,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Michigan,7/28/22,8/4/22,,"",,159464,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20MI08%20Toplines.pdf,"",false,,9202,2022,U.S. House,8,District 8,11/8/22,general,false,false,REP,Junge,29675,Paul Junge,40.0
79645,178,Global Strategy Group,"","",Global Strategy Group,118,Global Strategy Group,B/C,,Colorado,7/26/22,8/2/22,29456,Yadira Caraveo,DEM,159298,500,lv,,lv,,8/9/22 14:37,"",https://coloradosun.com/2022/08/09/barbara-kirkmeyer-yadira-caraveo-poll-8th-district/,"",true,DEM,9448,2022,U.S. House,8,District 8,11/8/22,general,false,false,DEM,Caraveo,29456,Yadira Caraveo,42.0
79645,178,Global Strategy Group,"","",Global Strategy Group,118,Global Strategy Group,B/C,,Colorado,7/26/22,8/2/22,29456,Yadira Caraveo,DEM,159298,500,lv,,lv,,8/9/22 14:37,"",https://coloradosun.com/2022/08/09/barbara-kirkmeyer-yadira-caraveo-poll-8th-district/,"",true,DEM,9448,2022,U.S. House,8,District 8,11/8/22,general,false,false,REP,Kirkmeyer,30512,Barbara Kirkmeyer,44.0
79691,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,California,7/26/22,8/2/22,,"",,159436,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20CA13%20Toplines.pdf,"",false,,9024,2022,U.S. House,13,District 13,11/8/22,general,false,false,DEM,Gray,29399,Adam Gray,37.0
79691,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,California,7/26/22,8/2/22,,"",,159436,400,lv,,lv,,8/11/22 09:32,"",https://www.termlimits.com/library/USTL%20CA13%20Toplines.pdf,"",false,,9024,2022,U.S. House,13,District 13,11/8/22,general,false,false,REP,Duarte,30382,John Duarte,37.0
79622,187,Greenberg Quinlan Rosner,"","",GQR,126,GQR Research (GQRR),B,Live Phone,Minnesota,7/28/22,8/1/22,29112,Dean Phillips,DEM,159252,507,lv,,lv,,8/5/22 09:06,"",https://drive.google.com/file/d/1z9F9JSS59vjXcXRc1d_1zsPFhekhuKs3/view,"",true,DEM,9211,2022,U.S. House,3,District 3,11/8/22,general,false,false,DEM,Phillips,29112,Dean Phillips,57.0
79622,187,Greenberg Quinlan Rosner,"","",GQR,126,GQR Research (GQRR),B,Live Phone,Minnesota,7/28/22,8/1/22,29112,Dean Phillips,DEM,159252,507,lv,,lv,,8/5/22 09:06,"",https://drive.google.com/file/d/1z9F9JSS59vjXcXRc1d_1zsPFhekhuKs3/view,"",true,DEM,9211,2022,U.S. House,3,District 3,11/8/22,general,false,false,REP,Weiler,29687,Tom Weiler,36.0
79706,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Texas,7/23/22,8/1/22,,"",,159459,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20TX34%20Toplines.pdf,"",false,,9391,2022,U.S. House,34,District 34,11/8/22,general,false,false,DEM,Gonzalez,28886,Vicente Gonzalez,47.0
79706,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Texas,7/23/22,8/1/22,,"",,159459,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20TX34%20Toplines.pdf,"",false,,9391,2022,U.S. House,34,District 34,11/8/22,general,false,false,REP,Flores,28885,Mayra Flores,43.0
79711,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Illinois,7/23/22,7/31/22,,"",,159465,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20IL08%20Toplines.pdf,"",false,,9130,2022,U.S. House,8,District 8,11/8/22,general,false,false,DEM,Krishnamoorthi,29040,Raja Krishnamoorthi,45.0
79711,1554,RMG Research,1054,United States Term Limits,RMG Research,555,RMG Research,B-,,Illinois,7/23/22,7/31/22,,"",,159465,400,lv,,lv,,8/11/22 11:57,"",https://www.termlimits.com/library/USTL%20IL08%20Toplines.pdf,"",false,,9130,2022,U.S. House,8,District 8,11/8/22,general,false,false,REP,Dargis,30516,Chris Dargis,39.0
79792,187,Greenberg Quinlan Rosner,451,DCCC,GQR,126,GQR Research (GQRR),B,,New York,7/21/22,7/31/22,,"",,159723,500,lv,,lv,,8/19/22 10:00,"",https://twitter.com/JacobRubashkin/status/1560625596501196801,"",true,DEM,9255,2022,U.S. House,2,District 2,11/8/22,general,false,false,DEM,Gordon,30297,Jackie Gordon,48.0
79792,187,Greenberg Quinlan Rosner,451,DCCC,GQR,126,GQR Research (GQRR),B,,New York,7/21/22,7/31/22,,"",,159723,500,lv,,lv,,8/19/22 10:00,"",https://twitter.com/JacobRubashkin/status/1560625596501196801,"",true,DEM,9255,2022,U.S. House,2,District 2,11/8/22,general,false,false,REP,Garbarino,29162,Andrew R. Garbarino,49.0
79597,460,SurveyUSA,1102,KAAL-TV,SurveyUSA,325,SurveyUSA,A,Online,Minnesota,7/26/22,7/30/22,,"",,159142,544,lv,,lv,,8/2/22 20:09,"",https://www.kaaltv.com/minnesota-news/minnesota-1st-congressional-district-special-ellection-exclusive-surveyusa-poll-brad-finstad-jeff-ettinger-latest/6539122/,"",false,,9481,2022,U.S. House,1,District 1,8/9/22,general,false,false,DEM,Ettinger,30459,Jeff Ettinger,38.0
79597,460,SurveyUSA,1102,KAAL-TV,SurveyUSA,325,SurveyUSA,A,Online,Minnesota,7/26/22,7/30/22,,"",,159142,544,lv,,lv,,8/2/22 20:09,"",https://www.kaaltv.com/minnesota-news/minnesota-1st-congressional-district-special-ellection-exclusive-surveyusa-poll-brad-finstad-jeff-ettinger-latest/6539122/,"",false,,9481,2022,U.S. House,1,District 1,8/9/22,general,false,false,REP,Finstad,30460,Brad Finstad,46.0
